,Brand,Processor,RAM (GB),Storage,GPU,Screen Size (inch),Resolution,Battery Life (hours),Weight (kg),Operating System,Price ($),Laptop_ID,Storage Size (GB),Disk Type,Disk Type Numeric,Processor Rank,GPU Rank,Brand Score,Log Price,Performance Score
131,HP,Intel i5,32,2TB SSD,Nvidia GTX 1650,13.3,3840x2160,7.4,2.7,Linux,2500.94,131,2048.0,SSD,1,2,2,1938.5187334437085,7.824821709923964,9.592144614427443
132,Lenovo,Intel i9,32,2TB SSD,Nvidia RTX 2060,15.6,1366x768,10.9,3.17,Windows,2431.14,132,2048.0,SSD,1,4,5,1978.465790393013,7.796526807218685,10.16164574615704
133,Asus,Intel i5,4,1TB SSD,Nvidia RTX 3080,14.0,2560x1440,11.5,3.43,macOS,1217.24,133,1024.0,SSD,1,2,7,1927.3151416309015,7.105162473194133,1.9367880021236226
134,MSI,Intel i5,4,512GB SSD,AMD Radeon RX 6800,16.0,1366x768,5.8,2.4,Linux,954.65,134,512.0,SSD,1,2,4,2517.552226890756,6.862391737230607,1.762637867536862
135,HP,AMD Ryzen 5,8,1TB SSD,Nvidia GTX 1650,17.3,1920x1080,5.7,3.07,FreeDOS,1250.43,135,1024.0,SSD,1,2,2,1938.5187334437085,7.1320421764269835,2.781624468757368
136,Acer,AMD Ryzen 5,64,512GB SSD,Nvidia RTX 3060,17.3,2560x1440,6.3,1.37,Windows,3401.59,136,512.0,SSD,1,2,6,1914.1085150214592,8.132292185314665,18.90503832143656
137,HP,AMD Ryzen 7,64,1TB SSD,Integrated,13.3,1920x1080,4.3,1.31,FreeDOS,2041.37,137,1024.0,SSD,1,3,1,1938.5187334437085,7.6218661772177505,18.81246359569671
138,Lenovo,Intel i9,64,1TB SSD,Nvidia RTX 3080,13.3,2560x1440,10.3,2.99,macOS,4995.89,138,1024.0,SSD,1,4,7,1978.465790393013,8.516570997893986,19.35843936344165
139,HP,AMD Ryzen 7,4,1TB HDD,Nvidia GTX 1650,15.6,1366x768,7.1,2.63,macOS,777.38,139,1024.0,HDD,0,3,2,1938.5187334437085,6.657214836810976,1.8442132763837722
140,Acer,Intel i5,8,2TB SSD,AMD Radeon RX 6800,16.0,3840x2160,11.7,3.27,Windows,1969.19,140,2048.0,SSD,1,2,4,1914.1085150214592,7.585885263781858,2.897724558481875
141,Apple,Intel i5,8,256GB SSD,Nvidia RTX 2060,14.0,3840x2160,5.2,2.1,Linux,2607.44,141,256.0,SSD,1,2,5,2915.3642789223454,7.866507620472774,2.9557746033441283
142,Microsoft,Intel i9,16,1TB HDD,Nvidia RTX 3060,15.6,1920x1080,11.3,1.81,macOS,1776.13,142,1024.0,HDD,0,4,6,1975.2035489361701,7.482754982484998,5.679349027239243
143,Microsoft,AMD Ryzen 9,32,1TB SSD,Nvidia RTX 3080,13.3,1920x1080,11.8,1.28,Linux,2721.4,143,1024.0,SSD,1,4,7,1975.2035489361701,7.909269123186696,10.277745835881547
144,HP,AMD Ryzen 5,16,512GB SSD,AMD Radeon RX 6600,16.0,1366x768,8.9,1.75,Windows,1016.16,144,512.0,SSD,1,2,3,1938.5187334437085,6.924769709141266,5.109847895509646
145,Acer,AMD Ryzen 3,4,1TB SSD,Integrated,15.6,1920x1080,7.8,1.66,FreeDOS,590.45,145,1024.0,SSD,1,1,1,1914.1085150214592,6.3825771489917456,1.390812234378684
146,Razer,Intel i9,8,1TB SSD,Nvidia RTX 2060,15.6,1920x1080,8.7,2.78,Linux,2549.6,146,1024.0,SSD,1,4,5,2695.213804444444,7.844083904592799,3.351125600486963
147,Asus,AMD Ryzen 3,32,512GB SSD,Nvidia RTX 2060,17.3,1920x1080,11.9,1.63,FreeDOS,1609.14,147,512.0,SSD,1,1,5,1927.3151416309015,7.384076410719748,9.568619250442788
148,Acer,AMD Ryzen 7,64,2TB SSD,AMD Radeon RX 6800,16.0,3840x2160,6.5,2.09,Linux,5483.75,148,2048.0,SSD,1,3,4,1914.1085150214592,8.60972679281917,18.98661373028347
149,Dell,AMD Ryzen 3,8,1TB SSD,Nvidia RTX 3060,15.6,1366x768,5.5,1.28,Linux,728.2,149,1024.0,SSD,1,1,6,1972.2702222222224,6.591948042804508,2.816149149634964
150,Acer,Intel i3,4,1TB SSD,Nvidia GTX 1650,13.3,1366x768,8.9,3.45,Windows,545.58,150,1024.0,SSD,1,1,2,1914.1085150214592,6.303680682996516,1.4488622792409376
151,Apple,Intel i5,16,512GB SSD,Integrated,17.3,1366x768,11.6,2.83,Linux,1092.08,151,512.0,SSD,1,2,1,2915.3642789223454,6.996754678544718,4.993747805785139
152,Razer,Intel i3,8,1TB SSD,AMD Radeon RX 6600,17.3,2560x1440,11.7,1.76,FreeDOS,1641.64,152,1024.0,SSD,1,1,3,2695.213804444444,7.404059982647244,2.641999015048204
153,Razer,Intel i9,16,512GB SSD,Nvidia RTX 3080,17.3,1920x1080,4.5,2.85,FreeDOS,3066.57,153,512.0,SSD,1,4,7,2695.213804444444,8.028640996210598,5.737399072101496
154,Samsung,AMD Ryzen 9,32,512GB SSD,Integrated,15.6,1366x768,6.4,3.01,Linux,1735.86,154,512.0,SSD,1,4,1,1959.007248495271,7.459834164259404,9.929445566708026
155,Asus,AMD Ryzen 9,8,512GB SSD,Nvidia RTX 3080,14.0,3840x2160,8.0,1.77,Windows,2895.86,155,512.0,SSD,1,4,7,1927.3151416309015,7.971382670747286,3.46722569021147
156,Samsung,AMD Ryzen 9,4,1TB HDD,AMD Radeon RX 6600,14.0,3840x2160,4.4,2.52,macOS,2072.73,156,1024.0,HDD,0,4,3,1959.007248495271,7.6371041970940725,2.099938819817443
157,Dell,AMD Ryzen 7,16,2TB SSD,Nvidia GTX 1650,14.0,1366x768,4.6,3.22,FreeDOS,1178.4,157,2048.0,SSD,1,3,2,1972.2702222222224,7.072761113566404,5.24947334921881
158,Apple,AMD Ryzen 9,16,1TB SSD,AMD Radeon RX 6600,13.3,3840x2160,11.4,1.79,FreeDOS,4918.11,158,1024.0,SSD,1,4,3,2915.3642789223454,8.500882898814062,5.505198892652482
159,Microsoft,AMD Ryzen 5,64,512GB SSD,Nvidia GTX 1650,17.3,3840x2160,11.4,2.12,Windows,4348.8,159,512.0,SSD,1,2,2,1975.2035489361701,8.377885146014261,18.672838141987548
160,Samsung,AMD Ryzen 3,4,512GB SSD,Nvidia GTX 1650,14.0,1920x1080,6.6,2.82,macOS,734.88,160,512.0,SSD,1,1,2,1959.007248495271,6.601067061957583,1.4488622792409376
161,Razer,Intel i5,4,512GB SSD,AMD Radeon RX 6800,16.0,1920x1080,6.6,2.83,Windows,1369.42,161,512.0,SSD,1,2,4,2695.213804444444,7.222872541182458,1.762637867536862
162,Acer,AMD Ryzen 3,64,1TB SSD,Integrated,15.6,3840x2160,7.6,1.8,FreeDOS,2531.45,162,1024.0,SSD,1,1,1,1914.1085150214592,7.836942492591312,18.417112598553874
163,Samsung,Intel i7,16,2TB SSD,Nvidia RTX 2060,17.3,2560x1440,10.4,1.42,Windows,2018.16,163,2048.0,SSD,1,3,5,1959.007248495271,7.610436862325003,5.423623483805571
164,Acer,Intel i9,32,512GB SSD,Integrated,15.6,1366x768,11.6,2.55,Windows,1633.4,164,512.0,SSD,1,4,1,1914.1085150214592,7.399031043503412,9.929445566708026
165,Lenovo,AMD Ryzen 7,4,512GB SSD,Nvidia GTX 1650,15.6,2560x1440,10.4,3.1,Windows,1528.92,165,512.0,SSD,1,3,2,1978.465790393013,7.332970725437739,1.8442132763837722
166,Microsoft,AMD Ryzen 5,64,512GB SSD,Nvidia RTX 3080,13.3,3840x2160,7.9,1.85,Windows,3845.91,166,512.0,SSD,1,2,7,1975.2035489361701,8.255025507625499,18.963088366298816
167,Apple,AMD Ryzen 5,16,256GB SSD,Nvidia RTX 3080,15.6,1920x1080,9.8,1.45,macOS,1864.34,167,256.0,SSD,1,2,7,2915.3642789223454,7.53119862109229,5.342048074958661
168,Apple,AMD Ryzen 3,16,1TB SSD,Integrated,17.3,3840x2160,9.2,1.94,Linux,1828.29,168,1024.0,SSD,1,1,1,2915.3642789223454,7.511683192410398,4.796072307213722
169,Apple,Intel i3,64,512GB SSD,AMD Radeon RX 6600,14.0,2560x1440,7.0,1.35,FreeDOS,3838.22,169,512.0,SSD,1,1,3,2915.3642789223454,8.253024499949095,18.533212688278383
170,Razer,AMD Ryzen 3,32,512GB SSD,Nvidia RTX 3060,16.0,2560x1440,5.8,1.86,FreeDOS,2475.0,170,512.0,SSD,1,1,6,2695.213804444444,7.814399633804487,9.62666929530504
171,Microsoft,AMD Ryzen 5,32,1TB SSD,Nvidia RTX 2060,13.3,3840x2160,12.0,2.5,Windows,2631.83,171,1024.0,SSD,1,2,5,1975.2035489361701,7.875814592277064,9.766294749014206
172,Samsung,Intel i3,4,2TB SSD,Integrated,17.3,1920x1080,11.5,3.29,Windows,462.82,172,2048.0,SSD,1,1,1,1959.007248495271,6.139496545927063,1.390812234378684
173,Dell,AMD Ryzen 7,16,2TB SSD,AMD Radeon RX 6600,13.3,1366x768,9.4,2.42,FreeDOS,1381.3,173,2048.0,SSD,1,3,3,1972.2702222222224,7.231504057470311,5.3075233940810636
174,Razer,AMD Ryzen 9,4,512GB SSD,AMD Radeon RX 6600,16.0,1920x1080,6.5,2.32,macOS,2225.01,174,512.0,SSD,1,4,3,2695.213804444444,7.707966024188383,2.099938819817443
175,Acer,Intel i9,64,1TB SSD,Integrated,15.6,1920x1080,8.3,3.06,macOS,2970.68,175,1024.0,SSD,1,4,1,1914.1085150214592,7.996882728439032,19.010139094268126
176,Asus,AMD Ryzen 3,64,256GB SSD,AMD Radeon RX 6600,14.0,1366x768,11.1,3.26,FreeDOS,1697.07,176,256.0,SSD,1,1,3,1927.3151416309015,7.43724759099212,18.533212688278383
177,Acer,AMD Ryzen 3,32,1TB HDD,Nvidia RTX 3060,17.3,1920x1080,7.1,1.41,FreeDOS,1321.09,177,1024.0,HDD,0,1,6,1914.1085150214592,7.186969096763068,9.62666929530504
178,Dell,AMD Ryzen 9,32,256GB SSD,AMD Radeon RX 6800,16.0,2560x1440,6.8,2.32,Linux,3739.27,178,256.0,SSD,1,4,4,1972.2702222222224,8.226913080316193,10.103595701294786
179,Apple,AMD Ryzen 3,4,2TB SSD,Nvidia RTX 3060,16.0,1920x1080,7.9,2.69,FreeDOS,1134.98,179,2048.0,SSD,1,1,6,2915.3642789223454,7.035250993492313,1.6810624586899519
180,Samsung,AMD Ryzen 5,64,2TB SSD,Nvidia GTX 1650,13.3,1366x768,10.9,2.33,Windows,2105.65,180,2048.0,SSD,1,2,2,1959.007248495271,7.652854287049093,18.672838141987548
181,HP,AMD Ryzen 9,8,256GB SSD,Nvidia RTX 3060,14.0,1366x768,11.8,3.28,Linux,1434.82,181,256.0,SSD,1,4,6,1938.5187334437085,7.269491393562014,3.4091756453492166
182,MSI,AMD Ryzen 7,4,1TB SSD,Nvidia GTX 1650,17.3,3840x2160,10.5,1.33,FreeDOS,2551.92,182,1024.0,SSD,1,3,2,2517.552226890756,7.844993081067002,1.8442132763837722
183,Microsoft,Intel i5,32,1TB HDD,AMD Radeon RX 6800,16.0,1366x768,4.3,2.42,Windows,1118.11,183,1024.0,HDD,0,2,4,1975.2035489361701,7.020289005536001,9.708244704151952
184,Samsung,AMD Ryzen 9,16,2TB SSD,AMD Radeon RX 6600,16.0,3840x2160,6.3,1.56,Linux,3729.28,184,2048.0,SSD,1,4,3,1959.007248495271,8.224238576844602,5.505198892652482
185,Microsoft,Intel i3,8,1TB HDD,Nvidia GTX 1650,14.0,2560x1440,10.4,3.06,Linux,1001.65,185,1024.0,HDD,0,1,2,1975.2035489361701,6.910401773923042,2.58394897018595
186,Asus,Intel i7,16,2TB SSD,Nvidia GTX 1650,14.0,3840x2160,4.1,2.59,Windows,2352.27,186,2048.0,SSD,1,3,2,1927.3151416309015,7.763561129275736,5.24947334921881
187,HP,AMD Ryzen 3,64,1TB SSD,Nvidia RTX 2060,15.6,1920x1080,6.7,1.24,FreeDOS,2144.65,187,1024.0,SSD,1,1,5,1938.5187334437085,7.671197815760739,18.64931277800289
188,Dell,AMD Ryzen 9,4,1TB HDD,Nvidia GTX 1650,14.0,2560x1440,6.0,2.56,Linux,1443.2,188,1024.0,HDD,0,4,2,1972.2702222222224,7.2753108140170815,2.0418887749551895
189,Acer,AMD Ryzen 3,8,1TB HDD,Integrated,17.3,1920x1080,4.4,3.49,FreeDOS,554.72,189,1024.0,HDD,0,1,1,1914.1085150214592,6.320264570280661,2.5258989253236965
190,Apple,Intel i5,8,512GB SSD,Integrated,13.3,1920x1080,5.7,1.24,macOS,1087.07,190,512.0,SSD,1,2,1,2915.3642789223454,6.992160763581566,2.7235744238951143
191,Samsung,Intel i7,16,256GB SSD,Nvidia RTX 3080,14.0,1920x1080,11.5,3.3,FreeDOS,1619.29,191,256.0,SSD,1,3,7,1959.007248495271,7.390360424551311,5.539723573530078
192,Apple,Intel i5,64,512GB SSD,AMD Radeon RX 6600,17.3,1920x1080,9.4,2.82,FreeDOS,3998.58,192,512.0,SSD,1,2,3,2915.3642789223454,8.293944634589142,18.7308881868498
193,Apple,Intel i3,64,1TB HDD,Integrated,15.6,1366x768,6.8,1.79,Windows,1468.97,193,1024.0,HDD,0,1,1,2915.3642789223454,7.292997271401267,18.417112598553874
194,Samsung,AMD Ryzen 5,16,1TB HDD,Nvidia RTX 3080,17.3,1366x768,7.9,2.07,macOS,908.56,194,1024.0,HDD,0,2,7,1959.007248495271,6.8129609660955905,5.342048074958661
195,HP,AMD Ryzen 9,32,1TB SSD,Nvidia RTX 3060,17.3,2560x1440,4.2,2.36,FreeDOS,3667.64,195,1024.0,SSD,1,4,6,1938.5187334437085,8.207576300162684,10.219695791019292
196,Samsung,AMD Ryzen 3,16,256GB SSD,AMD Radeon RX 6600,15.6,2560x1440,4.9,2.5,Linux,1314.19,196,256.0,SSD,1,1,3,1959.007248495271,7.181736420866684,4.912172396938229
197,Asus,AMD Ryzen 9,32,1TB SSD,AMD Radeon RX 6600,13.3,1366x768,9.6,3.17,FreeDOS,2194.29,197,1024.0,SSD,1,4,3,1927.3151416309015,7.6940694352334225,10.045545656432532
198,Lenovo,AMD Ryzen 3,4,1TB SSD,Nvidia RTX 2060,17.3,1920x1080,6.7,1.28,Linux,900.51,198,1024.0,SSD,1,1,5,1978.465790393013,6.8040711352052545,1.6230124138276982
199,Dell,AMD Ryzen 7,4,1TB SSD,Nvidia RTX 3060,13.3,3840x2160,5.5,1.54,FreeDOS,1734.63,199,1024.0,SSD,1,3,6,1972.2702222222224,7.45912573886354,2.0764134558327862
200,Samsung,Intel i7,16,512GB SSD,AMD Radeon RX 6600,13.3,3840x2160,9.5,2.62,Windows,2617.78,200,512.0,SSD,1,3,3,1959.007248495271,7.870463839452086,5.3075233940810636
201,Razer,AMD Ryzen 5,4,1TB SSD,Nvidia RTX 3080,13.3,3840x2160,11.6,1.82,macOS,2088.13,201,1024.0,SSD,1,2,7,2695.213804444444,7.644502990352722,1.9367880021236226
202,Razer,Intel i7,64,256GB SSD,Nvidia RTX 2060,15.6,2560x1440,6.2,2.21,FreeDOS,5519.35,202,256.0,SSD,1,3,5,2695.213804444444,8.61619654305818,19.044663775145725
203,Dell,AMD Ryzen 7,4,1TB SSD,Nvidia RTX 3080,15.6,2560x1440,7.8,2.22,Linux,1683.6,203,1024.0,SSD,1,3,7,1972.2702222222224,7.4292834258812634,2.13446350069504
204,Microsoft,AMD Ryzen 7,4,1TB SSD,AMD Radeon RX 6800,13.3,1920x1080,11.8,1.68,Windows,1131.03,204,1024.0,SSD,1,3,4,1975.2035489361701,7.031767760178747,1.9603133661082792
205,MSI,Intel i7,4,256GB SSD,Integrated,14.0,1920x1080,7.2,2.87,Windows,908.17,205,256.0,SSD,1,3,1,2517.552226890756,6.812532095393531,1.7861632315215186
206,Dell,AMD Ryzen 3,16,512GB SSD,Nvidia RTX 2060,17.3,3840x2160,7.5,3.33,Windows,1879.12,206,512.0,SSD,1,1,5,1972.2702222222224,7.539090883574195,5.028272486662736
207,HP,Intel i7,64,512GB SSD,Integrated,15.6,1920x1080,5.0,2.8,Linux,2246.54,207,512.0,SSD,1,3,1,1938.5187334437085,7.717591563740237,18.81246359569671
208,HP,AMD Ryzen 9,64,2TB SSD,AMD Radeon RX 6600,14.0,2560x1440,6.0,2.68,FreeDOS,4841.47,208,2048.0,SSD,1,4,3,1938.5187334437085,8.485180200114826,19.126239183992634
209,Microsoft,AMD Ryzen 7,64,256GB SSD,AMD Radeon RX 6600,13.3,3840x2160,6.2,2.79,Windows,4856.96,209,256.0,SSD,1,3,3,1975.2035489361701,8.488373875687133,18.928563685421217
210,Samsung,AMD Ryzen 9,64,1TB SSD,Nvidia RTX 2060,14.0,1366x768,8.9,2.76,macOS,3322.3,210,1024.0,SSD,1,4,5,1959.007248495271,8.108713544147202,19.242339273717143
211,HP,AMD Ryzen 3,4,256GB SSD,Integrated,17.3,3840x2160,11.7,2.18,Windows,844.17,211,256.0,SSD,1,1,1,1938.5187334437085,6.739537790554453,1.390812234378684
212,MSI,AMD Ryzen 3,64,256GB SSD,Nvidia RTX 3080,15.6,3840x2160,4.2,3.49,FreeDOS,4651.94,212,256.0,SSD,1,1,7,2517.552226890756,8.445254556854996,18.7654128677274
213,Samsung,AMD Ryzen 3,64,1TB SSD,Nvidia GTX 1650,17.3,3840x2160,8.6,3.08,Windows,3543.53,213,1024.0,SSD,1,1,2,1959.007248495271,8.173160849076435,18.47516264341613
214,Microsoft,AMD Ryzen 7,16,2TB SSD,Integrated,16.0,2560x1440,11.3,2.64,FreeDOS,1251.15,214,2048.0,SSD,1,3,1,1975.2035489361701,7.132617352790311,5.191423304356556
215,Asus,AMD Ryzen 7,32,512GB SSD,Nvidia RTX 3080,14.0,1366x768,12.0,2.9,Linux,1671.77,215,512.0,SSD,1,3,7,1927.3151416309015,7.422236213950738,10.08007033731013
216,Microsoft,Intel i5,32,512GB SSD,AMD Radeon RX 6600,13.3,1920x1080,8.1,1.27,FreeDOS,1618.07,216,512.0,SSD,1,2,3,1975.2035489361701,7.389607189308743,9.650194659289697
217,Asus,Intel i9,16,512GB SSD,AMD Radeon RX 6600,14.0,1366x768,6.8,2.19,macOS,1629.89,217,512.0,SSD,1,4,3,1927.3151416309015,7.396881157060286,5.505198892652482
218,Microsoft,AMD Ryzen 9,64,1TB SSD,AMD Radeon RX 6800,15.6,3840x2160,5.8,2.59,Linux,7174.89,218,1024.0,SSD,1,4,4,1975.2035489361701,8.878482074747119,19.184289228854887
219,Microsoft,AMD Ryzen 7,16,256GB SSD,Nvidia RTX 3080,13.3,1366x768,7.4,3.17,Linux,1227.22,219,256.0,SSD,1,3,7,1975.2035489361701,7.113321245755551,5.539723573530078
220,Samsung,Intel i9,64,256GB SSD,AMD Radeon RX 6800,13.3,1920x1080,10.6,1.54,macOS,3795.01,220,256.0,SSD,1,4,4,1959.007248495271,8.241705794078298,19.184289228854887
221,HP,Intel i7,8,2TB SSD,Nvidia GTX 1650,15.6,3840x2160,11.8,2.66,Linux,2389.37,221,2048.0,SSD,1,3,2,1938.5187334437085,7.779203444658941,2.979299967328785
222,Asus,Intel i7,32,512GB SSD,Nvidia GTX 1650,16.0,2560x1440,9.3,1.66,Windows,2649.46,222,512.0,SSD,1,3,2,1927.3151416309015,7.882488488821812,9.78982011299886
223,Apple,AMD Ryzen 9,16,2TB SSD,Nvidia GTX 1650,15.6,1366x768,5.0,1.34,Windows,2797.38,223,2048.0,SSD,1,4,2,2915.3642789223454,7.936795957297689,5.447148847790229
224,MSI,Intel i9,8,2TB SSD,Integrated,14.0,3840x2160,9.4,3.19,macOS,2435.32,224,2048.0,SSD,1,4,1,2517.552226890756,7.798243983092422,3.118925421037949
225,Lenovo,Intel i7,64,256GB SSD,Integrated,16.0,3840x2160,11.5,2.81,macOS,3608.15,225,256.0,SSD,1,3,1,1978.465790393013,8.191227566538847,18.81246359569671
226,Lenovo,AMD Ryzen 3,8,512GB SSD,AMD Radeon RX 6800,17.3,2560x1440,10.9,1.67,macOS,1197.24,226,512.0,SSD,1,1,4,1978.465790393013,7.0886090925010565,2.7000490599104574
227,Microsoft,AMD Ryzen 9,8,1TB HDD,Nvidia RTX 3060,14.0,3840x2160,6.6,1.33,Linux,2328.57,227,1024.0,HDD,0,4,6,1975.2035489361701,7.753438980172195,3.4091756453492166
228,Acer,AMD Ryzen 5,4,1TB SSD,Nvidia RTX 3080,17.3,3840x2160,10.7,1.3,FreeDOS,1660.74,228,1024.0,SSD,1,2,7,1914.1085150214592,7.415620525151215,1.9367880021236226
229,Apple,Intel i7,8,1TB HDD,Integrated,15.6,2560x1440,10.9,1.95,macOS,1565.08,229,1024.0,HDD,0,3,1,2915.3642789223454,7.356330960814252,2.9212499224665316
230,Razer,AMD Ryzen 3,4,1TB SSD,AMD Radeon RX 6800,13.3,1366x768,5.8,3.24,Windows,807.73,230,1024.0,SSD,1,1,4,2695.213804444444,6.6954651159884655,1.5649623689654446
231,Microsoft,AMD Ryzen 3,16,1TB HDD,Nvidia RTX 2060,17.3,1366x768,9.3,1.78,Linux,773.14,231,1024.0,HDD,0,1,5,1975.2035489361701,6.651752735786146,5.028272486662736
232,Apple,Intel i5,4,1TB HDD,Nvidia GTX 1650,13.3,2560x1440,5.4,2.16,Windows,1527.84,232,1024.0,HDD,0,2,2,2915.3642789223454,7.332264556895662,1.6465377778123549
233,Microsoft,AMD Ryzen 3,32,2TB SSD,Nvidia GTX 1650,17.3,2560x1440,7.7,1.38,FreeDOS,1920.67,233,2048.0,SSD,1,1,2,1975.2035489361701,7.560949878638922,9.394469115856026
234,MSI,AMD Ryzen 7,8,1TB HDD,Nvidia RTX 3080,14.0,1920x1080,11.1,2.0,Linux,1225.12,234,1024.0,HDD,0,3,7,2517.552226890756,7.11160999098851,3.269550191640053
235,Samsung,Intel i3,64,1TB SSD,Nvidia GTX 1650,14.0,1366x768,8.8,3.2,FreeDOS,1667.97,235,1024.0,SSD,1,1,2,1959.007248495271,7.419961948665055,18.47516264341613
236,MSI,AMD Ryzen 5,32,256GB SSD,Integrated,16.0,1366x768,11.1,3.5,FreeDOS,1160.96,236,256.0,SSD,1,2,1,2517.552226890756,7.05786351341144,9.534094569565191
237,Acer,Intel i5,8,1TB SSD,AMD Radeon RX 6800,13.3,1920x1080,7.4,1.51,Windows,1143.1,237,1024.0,SSD,1,2,4,1914.1085150214592,7.042373580706898,2.897724558481875
238,MSI,Intel i5,32,512GB SSD,AMD Radeon RX 6800,16.0,2560x1440,7.0,3.49,Windows,2754.97,238,512.0,SSD,1,2,4,2517.552226890756,7.92152474673323,9.708244704151952
239,Apple,Intel i5,8,256GB SSD,Nvidia RTX 3060,16.0,3840x2160,6.9,3.41,Windows,2850.25,239,256.0,SSD,1,2,6,2915.3642789223454,7.955512773598598,3.013824648206382
240,Asus,Intel i9,8,1TB SSD,Nvidia GTX 1650,16.0,1366x768,11.6,2.54,Linux,1607.34,240,1024.0,SSD,1,4,2,1927.3151416309015,7.382957870174106,3.1769754659002025
241,Apple,AMD Ryzen 7,32,2TB SSD,Integrated,17.3,1920x1080,4.6,3.25,FreeDOS,2253.39,241,2048.0,SSD,1,3,1,2915.3642789223454,7.720634705364528,9.731770068136608
242,MSI,AMD Ryzen 5,32,1TB HDD,Nvidia GTX 1650,13.3,1366x768,10.4,2.42,macOS,1533.42,242,1024.0,HDD,0,2,2,2517.552226890756,7.335907738455071,9.592144614427443
243,MSI,AMD Ryzen 5,64,1TB SSD,Nvidia RTX 3060,17.3,1920x1080,8.0,2.18,macOS,3420.88,243,1024.0,SSD,1,2,6,2517.552226890756,8.137945386625113,18.90503832143656
244,Lenovo,Intel i3,32,1TB SSD,Nvidia GTX 1650,16.0,1366x768,10.7,2.41,Linux,1284.16,244,1024.0,SSD,1,1,2,1978.465790393013,7.15863850319682,9.394469115856026
245,Apple,Intel i3,32,1TB SSD,Integrated,16.0,1366x768,8.2,2.58,macOS,1322.63,245,1024.0,SSD,1,1,1,2915.3642789223454,7.188133241248442,9.336419070993774
246,HP,AMD Ryzen 7,64,256GB SSD,AMD Radeon RX 6600,15.6,2560x1440,6.4,2.63,Linux,3930.86,246,256.0,SSD,1,3,3,1938.5187334437085,8.276867875343244,18.928563685421217
247,Samsung,Intel i9,32,256GB SSD,Nvidia RTX 3080,13.3,2560x1440,9.1,2.03,Windows,3315.02,247,256.0,SSD,1,4,7,1959.007248495271,8.106520547600086,10.277745835881547
248,Lenovo,AMD Ryzen 7,16,2TB SSD,Integrated,13.3,3840x2160,4.1,1.32,Windows,1690.5,248,2048.0,SSD,1,3,1,1978.465790393013,7.433370988220763,5.191423304356556
249,HP,AMD Ryzen 9,32,2TB SSD,Integrated,15.6,2560x1440,5.1,2.83,Windows,2512.87,249,2048.0,SSD,1,4,1,1938.5187334437085,7.829578677391524,9.929445566708026
250,Microsoft,Intel i3,8,1TB HDD,AMD Radeon RX 6600,13.3,3840x2160,11.4,1.92,macOS,1221.31,250,1024.0,HDD,0,1,3,1975.2035489361701,7.108497790047304,2.641999015048204
251,Samsung,Intel i9,32,512GB SSD,Nvidia GTX 1650,16.0,3840x2160,8.3,2.57,FreeDOS,4815.87,251,512.0,SSD,1,4,2,1959.007248495271,8.479879618514332,9.987495611570278
252,Lenovo,AMD Ryzen 7,32,1TB HDD,AMD Radeon RX 6600,16.0,1366x768,7.8,1.72,Linux,1628.12,252,1024.0,HDD,0,3,3,1978.465790393013,7.395795270713971,9.847870157861115
253,MSI,Intel i3,32,1TB HDD,Nvidia RTX 3060,16.0,1920x1080,9.4,3.46,Windows,1450.25,253,1024.0,HDD,0,1,6,2517.552226890756,7.280180533012102,9.62666929530504
254,Apple,Intel i5,64,256GB SSD,AMD Radeon RX 6600,16.0,3840x2160,9.7,2.7,Windows,6334.14,254,256.0,SSD,1,2,3,2915.3642789223454,8.753867191958564,18.7308881868498
255,MSI,Intel i3,64,256GB SSD,AMD Radeon RX 6600,13.3,1366x768,5.9,2.55,Linux,2110.91,255,256.0,SSD,1,1,3,2517.552226890756,7.655348030281802,18.533212688278383
256,Microsoft,AMD Ryzen 5,32,2TB SSD,Integrated,14.0,1920x1080,9.4,2.99,Linux,1235.27,256,2048.0,SSD,1,2,1,1975.2035489361701,7.119854060763593,9.534094569565191
257,MSI,AMD Ryzen 3,4,1TB HDD,AMD Radeon RX 6600,15.6,1366x768,4.9,1.28,Windows,673.28,257,1024.0,HDD,0,1,3,2517.552226890756,6.5136454549121074,1.506912324103191
258,Dell,Intel i7,16,1TB HDD,Nvidia GTX 1650,16.0,3840x2160,6.6,3.4,Windows,2382.6,258,1024.0,HDD,0,3,2,1972.2702222222224,7.776367228872823,5.24947334921881
259,HP,AMD Ryzen 5,64,1TB SSD,Nvidia RTX 2060,15.6,1920x1080,11.6,3.2,Windows,2518.04,259,1024.0,SSD,1,2,5,1938.5187334437085,7.831633155543725,18.846988276574308
260,Asus,Intel i9,16,1TB SSD,AMD Radeon RX 6800,16.0,2560x1440,6.8,2.86,Linux,2650.42,260,1024.0,SSD,1,4,4,1927.3151416309015,7.882850624521033,5.563248937514736
261,MSI,Intel i7,4,512GB SSD,Integrated,16.0,2560x1440,8.4,2.94,Windows,1333.96,261,512.0,SSD,1,3,1,2517.552226890756,7.196656607838648,1.7861632315215186
262,Asus,Intel i5,8,256GB SSD,AMD Radeon RX 6600,15.6,1366x768,8.4,1.24,Linux,974.69,262,256.0,SSD,1,2,3,1927.3151416309015,6.88314491300942,2.8396745136196215
263,Microsoft,Intel i7,64,2TB SSD,Nvidia RTX 3080,17.3,3840x2160,8.8,1.7,Windows,5397.19,263,2048.0,SSD,1,3,7,1975.2035489361701,8.59381899118007,19.160763864870233
